channel,video_id,title,upload_ts,upload_source,first_submission_ts,latency_hours,segment_count
Hank Green,sQn9xKwCoPM,Do You Speak 2025 Better than Me?,1766762524,timestamp,,-,0
Hank Green,j7OvA__3Dzk,The Bizarre Logic of the F-150 Lightning,1766352550,timestamp,,-,0
Hank Green,b2p4vs9cbt8,2024 Nerdfighteria Census Analysis!!!,1766171062,timestamp,,-,0
Hank Green,6N_1zFlK8o0,The Most Embarrassing Moment of my Alex O'Connor Interview,1765920392,timestamp,,-,0
Hank Green,e4dYGdjgsz8,The Second (or perhaps 3rd) Most Important Technology,1765728894,timestamp,,-,0
Hank Green,xh5GUtNa9bI,Full Comedy Special | Free Release,1765481752,timestamp,,-,0
Hank Green,H_c6MWk7PQc,Why is Everyone So Wrong About AI Water Use??,1765230941,timestamp,1765319697,24.65,1
Hank Green,IwgzuSqb7ys,Why Was Every President Born in the Same Year?,1764180577,timestamp,1764201816,5.90,1
Hank Green,5J5dEED9M1Q,The Thing About Power that the Powerful Can't Understand,1763829311,timestamp,1763830019,0.20,1
Hank Green,mtpGrcGEnxg,There's an Asteroid We Can't Find,1763485586,timestamp,1763640466,43.02,3
Hank Green,9zi0ogvPfCA,Wikipedia and the Destruction of Trust,1763312830,timestamp,,-,0
Hank Green,RbXzz3oZDr4,Slavery was Racist,1763229465,timestamp,,-,0
Hank Green,9nPLAlqsWgM,People Really Don't Like the Way Jesus Actually Looked,1762981697,timestamp,1762982408,0.20,2
Hank Green,o3pVk6zUZX4,My New Job,1762378221,timestamp,,-,0
Hank Green,NIGbQ9NHFEg,The Genius of the Louvre Heist,1762290233,timestamp,1762290419,0.05,3
Hank Green,I3DZVaRZ2OA,Government for the Few by the Fewer,1762202225,timestamp,1762281833,22.11,1
Hank Green,HwLaKBHIT7w,This Shutdown is Different,1762020210,timestamp,,-,0
Hank Green,5CKuiuc5cJM,ChatGPT isn't Smart. It's something Much Weirder,1761849807,timestamp,,-,0
Hank Green,Pj_JYfY7Mf4,Where is all the Oil Coming From?,1761760876,timestamp,1761761699,0.23,1
Hank Green,DP9qYWhbSuQ,About Those Aliens...,1761598581,timestamp,1761614823,4.51,3
Hank Green,I9ZtvpBoXzI,I Ate the Extinct Banana (so you don't have to),1761418746,timestamp,1761419162,0.12,3
Late Night with Seth Meyers,r8kFC-Hdm_Y,Late Night with Seth Meyers Audience Q&A: Seth's Matching Tattoo with Dua Lipa,1771250478,timestamp,,-,0
Late Night with Seth Meyers,Cx1eVNg2I_4,"Stephen Colbert Teases Future Career Plans, Almost Injured an Audience Member with a Segway",1770991220,timestamp,,-,0
Late Night with Seth Meyers,Eum6EYMZma4,Late Night with Seth Meyers Audience Q&A: Seth's Role in Garry Marshall's New Year's Eve,1770908432,timestamp,,-,0
Late Night with Seth Meyers,VvPn_SfCr24,"Kristen Stewart Reveals the ""Douchiest"" Thing About Her, Reminisces on Seth's Lesbian Makeover",1770818451,timestamp,,-,0
Late Night with Seth Meyers,yQW10oXBpgo,Late Night with Seth Meyers Audience Q&A: Seth Interviewing His Kids,1770735707,timestamp,,-,0
Late Night with Seth Meyers,hdGF7hVIXms,"Maya Rudolph Tests Her Bird Knowledge with Paula Pell, Talks Viral SNL ABBA Sketch with Kristen Wiig",1770645671,timestamp,,-,0
Late Night with Seth Meyers,k1RvYA8sDmc,Trump Crashes Out Over Epstein Files and Grammy Awards: Late Night News of the Week,1770395607,timestamp,,-,0
Late Night with Seth Meyers,RMpERWN2Hfs,John Early Pretended to Be a Cinephile to Impress Men,1770379256,timestamp,,-,0
Late Night with Seth Meyers,Bw82sbSIzjY,Nick Jonas Shares Which Jonas Brothers Song His Daughter Is Obsessed With,1770375617,timestamp,,-,0
Late Night with Seth Meyers,2mvutFQ1-m8,"Trump Says D.C. Soldiers ""Beat the Crap Out Of"" Criminals During National Prayer Breakfast",1770372005,timestamp,1770376160,1.15,1
Late Night with Seth Meyers,RkdPGpM2GDM,"CORRECTIONS Episode 165: Week of Monday, February 2",1770355815,timestamp,,-,0
Late Night with Seth Meyers,Y7O3zBap2Pg,"Trump Melts Down After CNN's Kaitlan Collins Asks Him About Epstein, Musk and Lutnick: A Closer Look",1770343228,timestamp,,-,0
Late Night with Seth Meyers,hcdVvgxAQCk,James Acaster Wants to Rig American Elections with Escape Rooms,1770292879,timestamp,,-,0
Late Night with Seth Meyers,a6u6_C_dOSA,Kaley Cuoco Was Claustrophobic and a Little Drunk While Filming Vanished,1770289201,timestamp,,-,0
Late Night with Seth Meyers,Vl3qrSkL8cQ,Trump Wants the Justice Department to Stop Releasing New Epstein Files,1770285657,timestamp,1770286690,0.29,1
Late Night with Seth Meyers,yXXgTQr3GaI,"Trump Skips Super Bowl Because He'd Get Booed, Threatens to Take Control of Elections: A Closer Look",1770256859,timestamp,,-,0
Late Night with Seth Meyers,XOGKLJK0_94,Amber Ruffin Reveals How a Scandal Made Her a Choir Director at 11 Years Old,1770206464,timestamp,,-,0
Late Night with Seth Meyers,w5qlBshJbIk,Seth Challenges Liam Neeson to Match His Movies to Their Taglines,1770202903,timestamp,,-,0
Late Night with Seth Meyers,diKM6WcO_zw,Haley Lu Richardson's Hand-Crocheted Hat for Her White Lotus Character Sparked Backlash,1770202869,timestamp,,-,0
Late Night with Seth Meyers,T58hOrsaGoI,Seth Holds a Surprise Inspection of His Monologue Writers in February 2026,1770199243,timestamp,,-,0
Late Night with Seth Meyers,bcE4Xd0cuMs,"Trump Says Indian Prime Minister Modi Is One of His ""Greatest Friends""",1770170440,timestamp,1770172965,0.70,1
Late Night with Seth Meyers,8e85gtvquw4,"Paula Pell Gives Birth to Something Strange on the Show, Talks About Her Juicy Series the 'Burbs",1770120019,timestamp,,-,0
Late Night with Seth Meyers,mvWhxLYyTPI,Alexander Skarsgård's Dad Wanted to Play a Human-Sized Condom on SNL,1770116479,timestamp,,-,0
Late Night with Seth Meyers,EH1uPg-RqlI,"Trump Referenced Over 5,300 Times in New Epstein Files Batch",1770112830,timestamp,1770116445,1.00,1
Late Night with Seth Meyers,SDuxH6m4ld0,"Musk's Emails to Epstein Revealed; Trump Sues IRS for $10 Billion, Rakes in UAE Money: A Closer Look",1770084035,timestamp,,-,0
Late Night with Seth Meyers,QK1k_swhjXA,"Trump's Response to Minneapolis ICE Agents, Melania's Documentary: Late Night News of the Week",1769796918,timestamp,,-,0
Late Night with Seth Meyers,VLH55Ltf1S4,Alison Oliver Says Wuthering Heights in Her Delco Accent for Task,1769774463,timestamp,,-,0
Late Night with Seth Meyers,jzx25gb21Gg,Joel McHale Won a Super Bowl Bet After Listening to Tom Brady,1769770878,timestamp,,-,0
Late Night with Seth Meyers,0Jvdt8O9qBk,Lutz Teaches Seth the Pepsi Paradox in Partnership with Pepsi,1769770803,timestamp,,-,0
Late Night with Seth Meyers,kvW-lphoxpE,Melania Trump's Documentary Premieres Worldwide,1769767277,timestamp,,-,0
Mark Manson,88-q3TIwdnA,Exposing the Biggest Self-Help Scam in History,1770555621,timestamp,1770560169,1.26,1
Mark Manson,_8AjuhTEHG0,"Dating, Solved: Why Finding the “Right Person” Feels So Hard",1770217267,timestamp,1770472960,71.03,1
Mark Manson,EGHF0cPgV1k,My Complicated Relationship with Alcohol,1769349632,timestamp,,-,0
Mark Manson,9RGFp0cNRkU,How to Quiet Your Ego (Without Losing Yourself),1768489216,timestamp,1768578701,24.86,1
Mark Manson,zmQPMsFqF9w,How to (Finally) Grow the F*ck Up,1768136516,timestamp,1768137889,0.38,1
Mark Manson,p1cz55T7nek,"Boundaries, Solved: How to Set (And Keep) Your Boundaries This Year",1767279694,timestamp,1767335924,15.62,1
Mark Manson,ICTgC1RDhng,You Were The Smart Kid... So What Went Wrong?,1766336435,timestamp,1766337508,0.30,1
Mark Manson,EATx9mFoPUI,"Finding Your Purpose, Failing Better, and the AI Future",1765807223,timestamp,,-,0
Mark Manson,E0N-MO0eo2g,I Created an AI to Try to Fix the Self-Help Industry,1765116023,timestamp,,-,0
Mark Manson,60tqqKllFH4,"Finding Your Purpose, Solved",1764853221,timestamp,,-,0
Mark Manson,BLp8JaIEnTM,Can You Change Someone's Life in One Night?,1763917226,timestamp,,-,0
Mark Manson,VnpBLHDlgEE,"Comparing Yourself to Others, Solved",1763211666,timestamp,,-,0
Mark Manson,AUAHkhOldx8,How You Can Use ChatGPT to Change Your Life,1762707616,timestamp,,-,0
Mark Manson,yxxiOnMANb0,"Making Friends as an Adult, Solved",1762005701,timestamp,1762702133,193.45,1
Mark Manson,4Jgu4DRVxFU,Life is Short... Here's How to Use Your Time Well,1761494407,timestamp,1761497633,0.90,1
Mark Manson,HvEg37B4DU4,"Stoicism, Solved (w/ Ryan Holiday)",1760536826,timestamp,,-,0
Mark Manson,_ahTP_Zn7nU,"I'm 41, if You're In Your 30s, Watch This…",1759680053,timestamp,,-,0
Mark Manson,LG4N8-J1iQk,"Resilience, Solved",1759327237,timestamp,,-,0
Mark Manson,IOtoGBY9Uvw,How to Build a Mind so Tough it Scares People,1758470428,timestamp,,-,0
Mark Manson,nQY3-VGTXpk,Why the Worst People Are So Successful,1757865689,timestamp,1757866339,0.18,1
Mark Manson,9wDbXczf7Zg,How to Be Better Than 99% of People,1757271607,timestamp,1757291399,5.50,1
Mark Manson,0M9b8bi6ApQ,"Shame, Solved [SOLVED PODCAST]",1756710062,timestamp,,-,0
Mark Manson,spgIHt1RoCw,Why You Feel So Lost,1756051290,timestamp,1756054034,0.76,1
Mark Manson,3-pBWqbbmEA,22 Life-Changing Books Summarized in 28 Minutes,1755446407,timestamp,1755449674,0.91,1
Mark Manson,3P9ySy8Z9ow,14 Brutal Truths I Know at 40 and Wish I Knew at 20,1754841604,timestamp,,-,0
Mark Manson,Wk5jLJcrrM0,"Happiness, Solved",1754049665,timestamp,,-,0
Mark Manson,GFNkv1Akbr4,How Being Smart Can Ruin Your Life,1753632020,timestamp,,-,0
Mark Manson,d4-vCSSK93U,"Mark Manson, Live Talk in Melbourne",1753040653,timestamp,,-,0
Mark Manson,pRpbwMLxAyg,The One Rule for Life,1752336082,timestamp,1752337596,0.42,1
Mark Manson,OBg5sEmRDPc,"Emotional Regulation, Solved",1751378444,timestamp,,-,0
P1 with Matt & Tommy,RPLENNP-EGY,What we learned from Day 3 of Bahrain F1 Testing,1771011555,timestamp,1771012192,0.18,2
P1 with Matt & Tommy,P4-XWXE_JDE,Max Verstappen just SLAMMED the 2026 F1 cars,1770924477,timestamp,,-,0
P1 with Matt & Tommy,Yo0Nvr2e0bI,What did we learn on Day 1 of Bahrain F1 testing?,1770836965,timestamp,,-,0
P1 with Matt & Tommy,3t_lIZh7zwE,Our 2026 F1 Livery Ratings,1770754853,timestamp,,-,0
P1 with Matt & Tommy,rN3CtDplT78,Our Reaction to the Aston Martin F1 Car Launch,1770674042,timestamp,,-,0
P1 with Matt & Tommy,YQzpdS0_-Fw,Our Reaction to the McLaren F1 Car Launch,1770658747,timestamp,,-,0
P1 with Matt & Tommy,4d44Xxnp1vA,Our Reaction to the Cadillac F1 Car Launch,1770614271,timestamp,,-,0
P1 with Matt & Tommy,S2JrK71Qank,Our Reaction to the 2026 Williams F1 Car Launch,1770138129,timestamp,1770151534,3.72,1
P1 with Matt & Tommy,G0_-9HFqZAM,What we learned from the 2026 F1 Barcelona Shakedown,1769805592,timestamp,,-,0
P1 with Matt & Tommy,ZMxQqFnz4tw,Our Reaction to the first SECRET F1 test in 2026,1769461423,timestamp,,-,0
P1 with Matt & Tommy,gcK6leH-a1Y,Our Reaction to the 2026 Alpine F1 Car Launch,1769191861,timestamp,1769195619,1.04,2
P1 with Matt & Tommy,z_YcXBJe_fk,Our Reaction to the 2026 Ferrari F1 Car Launch,1769171026,timestamp,,-,0
P1 with Matt & Tommy,LuH44LysSIg,Our Reaction to the 2026 Mercedes F1 Car Launch,1769083704,timestamp,,-,0
P1 with Matt & Tommy,-nrg1U1vyuY,Our Reaction IN REAL LIFE to the Audi F1 Car Launch,1768939262,timestamp,1768939900,0.18,1
P1 with Matt & Tommy,lkzXcgV8nNA,Our Reaction to the 2026 Haas F1 Car Launch,1768837692,timestamp,,-,0
P1 with Matt & Tommy,KFrRvQp3VhY,Our Reaction to the 2026 Red Bull & VCARB F1 Car Launch,1768546545,timestamp,,-,0
P1 with Matt & Tommy,kgvZ92RPlG0,Our 2026 F1 Season Predictions,1768236504,timestamp,1768237079,0.16,2
P1 with Matt & Tommy,6kwAQIZFGbs,We predicted the 2026 F1 grid THREE years ago…,1767024859,timestamp,1767025926,0.30,1
P1 with Matt & Tommy,MA2lYEvh2qc,Our Best LIVE Reactions from the 2025 F1 Season,1766744875,timestamp,1766745915,0.29,1
P1 with Matt & Tommy,-953dTMuiKo,Our F1 Driver Ratings for the ENTIRE 2025 Season,1765964408,timestamp,1765964780,0.10,2
P1 with Matt & Tommy,Yx7BSSIstgc,Reacting to our 2025 F1 Season Predictions,1765702393,timestamp,1765702725,0.09,2
P1 with Matt & Tommy,eo28nJGQmrc,Reacting to our ENTIRE 2025 F1 Championship Predictions (20th - 1st),1765455883,timestamp,1765456408,0.15,1
P1 with Matt & Tommy,4u81FsyZcHU,Our F1 Driver Ratings for the 2025 Abu Dhabi Grand Prix,1765350546,timestamp,,-,0
P1 with Matt & Tommy,NB3CIFVI3vQ,The Best Reactions from the 2025 Abu Dhabi Grand Prix,1765204454,timestamp,,-,0
P1 with Matt & Tommy,A59Hia9Vh0s,Our 2025 Abu Dhabi Grand Prix Race Review,1765133602,timestamp,,-,0
P1 with Matt & Tommy,8uxWvCZvMVo,Our Reaction to the Abu Dhabi Grand Prix Qualifying,1765041664,timestamp,,-,0
P1 with Matt & Tommy,pX2IRrvscDs,Our Reaction to the Abu Dhabi Grand Prix Practice,1764951095,timestamp,,-,0
P1 with Matt & Tommy,hMaRihgO25M,Who is going to be F1 world champion in 2025?,1764867717,timestamp,,-,0
P1 with Matt & Tommy,IhQHPsClYXM,Our Predictions for the 2025 Abu Dhabi Grand Prix,1764781969,timestamp,,-,0
P1 with Matt & Tommy,oJlWSMXLyF0,Our F1 Driver Ratings for the 2025 Qatar Grand Prix,1764705068,timestamp,,-,0
Philip DeFranco,j_xuOEfj0_U,Trump DHS Discord Problem is Worse Than You Think & The Secret Trump Civil War You Didn’t Know About,1771279602,timestamp,1771280162,0.16,1
Philip DeFranco,Ig7Sci-z2qo,"The Candace Owens Podcast Situation Exposes A Lot, Leaving America, & The Problem With Public School",1771013744,timestamp,1771013872,0.04,1
Philip DeFranco,uuDvt98gJw0,What Trump’s ICE Surrender Really Exposes & The Hasan Piker IHIP Situation Has Divided The Left,1770934951,timestamp,1770935612,0.18,2
Philip DeFranco,5pBnx9BLWoI,Pam Bondi’s Epstein Files Meltdown Was CRAZY,1770849399,timestamp,1770849854,0.13,2
Philip DeFranco,OoeiSGG0LkY,Trump’s Epstein Files Problem Just Got Worse. New Names Exposed.,1770760610,timestamp,1770768519,2.20,2
Philip DeFranco,IMK5rU9657Q,Bad Bunny Humiliates Trump & Jake Paul and Trump’s Kash Patel ICE Cover-Up Scandal is Crazy,1770675737,timestamp,1770676242,0.14,1
Philip DeFranco,UZTlEb64kWI,The Truth About Trump’s Joe Rogan Problem,1770328097,timestamp,1770328163,0.02,3
Philip DeFranco,DlPLxoLY7_c,The ICE CBP Problem is Insane,1770241007,timestamp,1770241123,0.03,2
Philip DeFranco,tX4gAK5aVkw,The Trump Election Rigging Situation Is Worse Than You Think,1770154581,timestamp,1770154875,0.08,1
Philip DeFranco,cNirQGxwQBk,The Trump Epstein Files Situation is So Bad,1770071104,timestamp,1770071268,0.05,3
Philip DeFranco,n4aToJHikMI,Trump’s Alex Pretti Problem Just Got Worse. New Video Sparks Pre-Meditated Murder Concerns,1769723080,timestamp,1769725037,0.54,2
Philip DeFranco,zrJ2NxZNQ8w,Trump's Big Minneapolis Problem Just Got Worse,1769637398,timestamp,1769640825,0.95,1
Philip DeFranco,uMojHo7KD50,"TRUMP IS FREAKING OUT! Greg Bovino Out, BUT MAGA Bootlickers Double Down After Alex Pretti Murder",1769551325,timestamp,1769551638,0.09,3
Philip DeFranco,y4NthGOqzI4,Trump’s Alex Pretti ICE Problem Is Getting Worse,1769467403,timestamp,1769476745,2.60,1
Philip DeFranco,cxewcIGmw_M,We Need To Talk About Alex Pretti,1769360381,timestamp,,-,0
Philip DeFranco,tZdtuvHS9Jc,This Secret ICE Leak is Crazy,1769119060,timestamp,1769119477,0.12,1
Philip DeFranco,phdm3w7KhhY,Trump’s Davos MELTDOWN Was a Humiliating Disaster. He Confused Greenland with Iceland & Then Caved. ,1769033119,timestamp,1769033634,0.14,1
Philip DeFranco,5uMAXTyLnLw,Trump Davos Leaked Texts Situation is Worse Than You Think,1768947556,timestamp,1768947703,0.04,2
Philip DeFranco,o_690DWTaGU,Trump's Crazy Greenland Threats Already BACKFIRED!!,1768859328,timestamp,1768859575,0.07,1
Philip DeFranco,ZPep3s8E2zk,The Trump Insurrection Act Situation Is Worse Than You Think,1768512369,timestamp,1768512684,0.09,1
Philip DeFranco,Xg0t8_STBFA,Trump's Joe Rogan ICE Problem Is Getting Worse,1768427440,timestamp,1768427688,0.07,2
Philip DeFranco,WHgx2RUO6Sc,"American Authoritarianism Takes Shape In Minnesota & Over 12,000 Feared Dead in Iran Protests",1768341124,timestamp,1768342375,0.35,2
Philip DeFranco,4xEON88PmTg,ICE is Occupying Minneapolis,1768254669,timestamp,1768254772,0.03,1
Philip DeFranco,5qEx1iAPUsw,Killer ICE Agent Exposed,1767909432,timestamp,1767913778,1.21,1
Philip DeFranco,QlEok6QJQBA,ICE Kills U.S. Woman in Her Car,1767821288,timestamp,1767823436,0.60,1
Philip DeFranco,T06AXsJqVoo,The Trump Delcy Rodriguez Situation is Bizarre,1767735703,timestamp,1767735812,0.03,3
Philip DeFranco,CZPskaA9g7k,The Trump Venezuela Maduro Problem is Worse Than You Think,1767649461,timestamp,1767654580,1.42,3
Philip DeFranco,QHJUdd3Hmr4,The Epstein Files Release is a Dumpster Fire,1766433688,timestamp,,-,0
Philip DeFranco,TwIKaCLbi1o,Trump’s Epstein Files Problem Just Got Worse As Deadline Nears & Why Even MAGA Mocked Trump's Speech,1766094622,timestamp,1766095308,0.19,2
Philip DeFranco,zZsclypvn-o,"Candace Owens DESTROYED BY HER OWN FANS, We’re Going to War with Venezuela Over Oil, & Today’s News",1766006135,timestamp,1766006522,0.11,2
Piers Morgan Uncensored,J3_ylQcJDLU,"'I'm Gonna Have To Live With It..."" Brian Tyler Cohen's Obama Interview + Trans Shooters Debate",1771275851,timestamp,1771276088,0.07,1
Piers Morgan Uncensored,shGC7yeX3Nw,'Raging HYPOCRITES!' Hunter Hess & Team USA Slam Trump,1771009260,timestamp,1771010240,0.27,1
Piers Morgan Uncensored,IZS1dVumDIg,"""A VERY Valuable Asset"" Epstein's Links To Mossad | Bassem Youssef vs Alan Dershowitz",1770922818,timestamp,1770924274,0.40,1
Piers Morgan Uncensored,5BI3t6LmadE,"‘You’d Be SHOCKED at The Names I’ve Seen!’ Epstein, Guthrie Abduction & Megyn Kelly Super Bowl Row",1770839791,timestamp,1770840566,0.22,2
Piers Morgan Uncensored,Zrh-GvhwzHo,"‘The Right Is FRACTURED!’ Brett Cooper on ‘Woke’ MAGA, Bad Bunny, Clavicular & Wuthering Heights",1770759009,timestamp,1770759210,0.06,2
Piers Morgan Uncensored,cfYtqzrjGgo,‘You Talk UTTER Sh*t!’ Piers Morgan LOSES It Over Epstein Claims | “Royal Family Could Be Swept Out”,1770739255,timestamp,1770740505,0.35,1
Piers Morgan Uncensored,AF-68QT5l_E,“Start From The INSIDE” Savannah Guthrie Faces Ransom Deadline After Mom Kidnapped,1770679805,timestamp,,-,0
Piers Morgan Uncensored,-mlVhRPcwL8,"“I’d Rather DIE Than Bend The Knee!” Megyn Kelly, Scott Galloway & More On Super Bowl Show",1770666053,timestamp,1770666341,0.08,2
Piers Morgan Uncensored,FnxZcoSWCHY,'Give Up Your Land or SHUT UP!' Bad Bunny & ICE At Super Bowl | With Bill O'Reilly,1770408023,timestamp,1770411518,0.97,1
Piers Morgan Uncensored,0sF7U67gCus,"‘My STAFF Deleted My Tweets!’ Andrew Tate vs Piers Morgan on Epstein Files, Ye Song Scandal + More",1770318003,timestamp,1770318119,0.03,3
Piers Morgan Uncensored,_5d2RZY8Y2E,'We're NOT Giving An INCH!' Greenland PM Responds To Trump + Epstein Latest,1770238261,timestamp,1770238930,0.19,2
Piers Morgan Uncensored,AOiku3Hs5B4,"""Never Seen ANYTHING Like This""' Lemon, Epstein & ICE With Glenn Beck, Benny Johnson & Ethan Klein",1770152411,timestamp,1770152613,0.06,1
Piers Morgan Uncensored,mstj6ujsW9E,"""STILL Claiming To Be The Boot?"" Tim Pool vs Dave Smith On ICE",1770134470,timestamp,,-,0
Piers Morgan Uncensored,W0qYM7DvtjI,"""You're a DISGRACE!"" Don Lemon Arrested + Epstein Files | Brett Ratner Speaks!",1770063145,timestamp,1770063509,0.10,2
Piers Morgan Uncensored,pK_3XIXPXgk,"'FROZEN OUT By Ben Shapiro' Piers Morgan x Jeremy Boreing On Candace Owens, Tucker Carlson & Fuentes",1769799650,timestamp,1769800794,0.32,2
Piers Morgan Uncensored,LMFrrP0ilQw,“Iran’s HOLOCAUST” Death Toll Uncovered - How Long Until Trump Declares War?,1769713231,timestamp,1769714029,0.22,2
Piers Morgan Uncensored,cgHftUYA9rQ,“It Was STAGED!” Ilhan Omar Syringe Attack + ICE Debate | With Brian Tyler Cohen,1769631838,timestamp,1769632000,0.04,2
Piers Morgan Uncensored,Yg51wbSVL10,“This Is a HORROR!” Alex Pretti Death Sparks ICE Frenzy | With Vincent Oshana,1769547641,timestamp,1769547899,0.07,2
Piers Morgan Uncensored,gOik_my_7qk,“More Painful Than Surgery!” Piers Morgan TORCHES Beckhams + Kanye Apology & Blake Lively Texts,1769529664,timestamp,,-,0
Piers Morgan Uncensored,kbcWYKFAOdA,“CAN’T Go On!” ICE Chaos + Trump NATO Slur | With Piers Morgan’s Military Brother,1769460122,timestamp,1769460255,0.04,2
Piers Morgan Uncensored,peQN_kqtaes,"“F Around And Find Out” Trump Plans For Greenland, Iran & Venezuela | John Mearsheimer x Ian Bremmer",1768852848,timestamp,1768852993,0.04,4
Piers Morgan Uncensored,fXtdRD8dYbU,"""GROW UP, Piers!"" Roger Waters On Iran, Venezuela, Trump & Ozzy Osbourne",1768584039,timestamp,1768591457,2.06,2
Piers Morgan Uncensored,jAkK5xz7OAg,"""You’re a CUCK!"" Trump Global Chaos Debate | With Dave Smith & Michael Knowles",1768496409,timestamp,1768498156,0.49,3
Piers Morgan Uncensored,5PMuXgU09vA,'NOBODY Wants US To Intervene!' Trump Threatens Iran | With Patrick Bet-David,1768425660,timestamp,1768426199,0.15,3
Piers Morgan Uncensored,GoCQcsvoVsI,‘‘Keep Your Fat Ass At HOME!’’ ICE Shooting With Nick Shirley & Adam Carolla,1768343639,timestamp,1768344723,0.30,3
Piers Morgan Uncensored,KwDWoYcmpxs,“Will End In DISASTER!” Will Trump Strike Iran? With Mohammad Marandi & Mike Huckabee,1768335353,timestamp,1768336065,0.20,3
Piers Morgan Uncensored,h166PVhG9Xk,‘Terrifying Things...’ Graham Hancock On Pyramids and Ark of The Covenant,1766516449,timestamp,1766516625,0.05,1
Piers Morgan Uncensored,178ec0ZUJPQ,‘Expecting An Attack Any Day Now” Venezuela Boat Strikes With John Kiriakou & Ed Calderon,1766433600,timestamp,1766433941,0.09,1
Piers Morgan Uncensored,JqwFiSQ4JkQ,"""Why Are You GAY?"" Piers Morgan of Uganda + Pope's Brother Makes SHOCKING Confession | 2025 Review",1766170831,timestamp,1766171443,0.17,3
Piers Morgan Uncensored,ZxBjMWN28AU,"""They Will KILL Me!"" Son of Hamas Founder Turned Israeli Agent on Islam 'Identity Crisis'",1766088027,timestamp,1766088735,0.20,2
Pitch Meeting,EecsEaAEY6Y,Love Movie Pitch Meeting Compilation,1770922815,timestamp,,-,0
Pitch Meeting,a13y_axYTi8,Stranger Things Season 5 Pitch Meeting,1770318001,timestamp,,-,0
Pitch Meeting,CS5_4yqdxzY,Wonder Woman 1984 Pitch Meeting,1769108412,timestamp,,-,0
Pitch Meeting,aCzCpnfZMGI,The Fantastic Four: First Steps Pitch Meeting,1768503600,timestamp,,-,0
Pitch Meeting,lFPp7n_LIho,The Best of 2025 Pitch Meeting Compilation,1767294043,timestamp,,-,0
Pitch Meeting,No6p89C702Y,Christmas Pitch Meeting Compilation,1766689231,timestamp,,-,0
Pitch Meeting,4Al864X_icY,Die Hard Pitch Meeting,1766084408,timestamp,,-,0
Pitch Meeting,yG7QX_WFeGY,Home Alone 2: Lost in New York Pitch Meeting,1765479668,timestamp,,-,0
Pitch Meeting,_H0aLoO37Oc,Christmas With The Kranks Pitch Meeting,1764874844,timestamp,,-,0
Pitch Meeting,gg7a4pjdOY4,The Nightmare Before Christmas Pitch Meeting,1764270048,timestamp,,-,0
Pitch Meeting,0-GK1-GejGs,Stranger Things Pitch Meeting Compilation,1763665200,timestamp,1769219144,1542.76,1
Pitch Meeting,3_9q0YbpIOo,Star Wars: The Rise of Skywalker Pitch Meeting,1762455608,timestamp,,-,0
Pitch Meeting,8EsmYja0vsc,Halloween Pitch Meeting Compilation,1761847208,timestamp,,-,0
Pitch Meeting,-aQ8BzEKMNY,The Ring Pitch Meeting,1760637600,timestamp,,-,0
Pitch Meeting,g18baN-8k3w,Halloween 1978 Pitch Meeting,1760032846,timestamp,,-,0
Pitch Meeting,tpLb7SsqXnM,Star Wars Pitch Meeting Compilation,1759428056,timestamp,,-,0
Pitch Meeting,RQKtAp89s6E,Fantastic Four (2005) Pitch Meeting,1758304825,timestamp,,-,0
Pitch Meeting,_0rAQd3orW8,Toy Story Pitch Meeting,1757613643,timestamp,,-,0
Pitch Meeting,rPajW60kYYM,Superman Pitch Meeting Compilation,1757008861,timestamp,,-,0
Pitch Meeting,4jfhXvtXEG4,Superman (2025) Pitch Meeting,1755799205,timestamp,,-,0
Pitch Meeting,J4HTqG6y6BQ,Fantastic Four Rise of the Silver Surfer Pitch Meeting,1755194430,timestamp,,-,0
Pitch Meeting,2fhLdREPEF4,War of the Worlds (2025) Pitch Meeting,1754589604,timestamp,,-,0
Pitch Meeting,E6UH-gCiZFM,Jurassic Park Pitch Meeting Compilation,1753380022,timestamp,,-,0
Pitch Meeting,P3TxxAtGCO0,Man of Steel Pitch Meeting,1752775222,timestamp,,-,0
Pitch Meeting,B8DeneX_kZ0,Jurassic World Rebirth Pitch Meeting,1752170420,timestamp,,-,0
Pitch Meeting,5sbx58Nfr0k,The ULTIMATE Video Game Pitch Meeting Compilation,1750352414,timestamp,,-,0
Pitch Meeting,93GFU1MJhKg,Jurassic Park Pitch Meeting,1749751207,timestamp,,-,0
Pitch Meeting,xWqCuNwuP-o,A Minecraft Movie Pitch Meeting,1749142876,timestamp,,-,0
Pitch Meeting,5M6JuXJGlQk,The Ultimate MCU Timeline Pitch Meeting Compilation,1747933206,timestamp,,-,0
Pitch Meeting,md1AkIjCUoQ,The Avengers Pitch Meeting,1747328463,timestamp,,-,0
Scott Brown Carpentry,hVDOHe1aeGY,I Tried to Build a Window Myself - Here's What Happened,1770998464,timestamp,1771001163,0.75,1
Scott Brown Carpentry,KeVv6e9xQnc,Is our toilet the best looking room in the house?,1770393635,timestamp,,-,0
Scott Brown Carpentry,qzTGRzJInaM,Did we peak too soon?,1766160092,timestamp,1766161035,0.26,2
Scott Brown Carpentry,0l7j0yuOByE,15 Things You Should Know By Now  (If You Live in a House),1765555207,timestamp,1765627232,20.01,2
Scott Brown Carpentry,5shj6giFosQ,This Tool Makes Ribbons out of Concrete,1764950420,timestamp,,-,0
